tweet_id,timestamp,source,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,jpg_url,dog_breed,prediction_confidence,rating
870656317836468226,2017-06-02 15:00:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here:  ","https://www.gofundme.com/help-fix-codys-torn-acl,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1,https://twitter.com/dog_rates/status/870656317836468226/photo/1",13,10,Cody,None,2663,12392,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,0.9455,13.0
875021211251597312,2017-06-14 16:04:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck ,"https://twitter.com/dog_rates/status/875021211251597312/photo/1,https://twitter.com/dog_rates/status/875021211251597312/photo/1",12,10,None,None,4698,25256,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West Highland White Terrier,0.7143,12.0
879008229531029506,2017-06-25 16:07:47,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs ,https://twitter.com/dog_rates/status/879008229531029506/photo/1,13,10,Beau,None,2675,18803,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,Vizsla,0.9605,13.0
878281511006478336,2017-06-23 16:00:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

 ","https://www.gofundme.com/3yd6y1c,https://twitter.com/dog_rates/status/878281511006478336/photo/1",13,10,Shadow,None,1282,7677,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,Basset,0.3204,13.0
878057613040115712,2017-06-23 01:10:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved ,"https://twitter.com/dog_rates/status/878057613040115712/photo/1,https://twitter.com/dog_rates/status/878057613040115712/photo/1",14,10,Emmy,None,6788,41662,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French Bulldog,0.8391,14.0
877736472329191424,2017-06-22 03:54:17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again ,"https://twitter.com/dog_rates/status/877736472329191424/photo/1,https://twitter.com/dog_rates/status/877736472329191424/photo/1",13,10,Aja,None,18990,79069,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake Bay Retriever,0.838,13.0
877556246731214848,2017-06-21 15:58:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options ,https://twitter.com/dog_rates/status/877556246731214848/photo/1,12,10,Penny,None,3789,22533,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,Basset,0.9954,12.0
877316821321428993,2017-06-21 00:06:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy ","https://twitter.com/dog_rates/status/877316821321428993/photo/1,https://twitter.com/dog_rates/status/877316821321428993/photo/1",13,10,Dante,None,5149,27118,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.51,13.0
877201837425926144,2017-06-20 16:29:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop ,"https://twitter.com/dog_rates/status/877201837425926144/photo/1,https://twitter.com/dog_rates/status/877201837425926144/photo/1",12,10,Nelly,None,5556,26869,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.9311,12.0
876484053909872640,2017-06-18 16:57:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy ,https://twitter.com/dog_rates/status/876484053909872640/photo/1,13,10,Benedict,None,2387,18593,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,Golden Retriever,0.8746,13.0
876120275196170240,2017-06-17 16:52:05,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite ",https://twitter.com/dog_rates/status/876120275196170240/photo/1,13,10,Venti,None,4670,27668,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese Mountain Dog,0.5343,13.0
875747767867523072,2017-06-16 16:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl ",https://twitter.com/dog_rates/status/875747767867523072/photo/1,13,10,Goose,None,4270,24976,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador Retriever,0.7996,13.0
875144289856114688,2017-06-15 00:13:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene ,https://twitter.com/dog_rates/status/875144289856114688/video/1,13,10,Nugget,None,4907,21743,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian Husky,0.245,13.0
874680097055178752,2017-06-13 17:29:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly ,https://twitter.com/dog_rates/status/874680097055178752/photo/1,12,10,Cash,None,4634,27607,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador Retriever,0.8361,12.0
879050749262655488,2017-06-25 18:56:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet ,https://twitter.com/dog_rates/status/879050749262655488/photo/1,11,10,Steven,None,4690,22376,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,None,1.0,11.0
870374049280663552,2017-06-01 20:18:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 ,https://twitter.com/dog_rates/status/870374049280663552/photo/1,13,10,Zoey,None,26387,82542,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,Golden Retriever,0.841,13.0
870063196459192321,2017-05-31 23:43:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride ,"https://twitter.com/dog_rates/status/870063196459192321/photo/1,https://twitter.com/dog_rates/status/870063196459192321/photo/1",14,10,Clifford,None,8426,36651,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,None,1.0,14.0
864279568663928832,2017-05-16 00:41:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Meatball. He doing what's known in the industry as a mid-strut mlem. H*ckin fancy boy. 12/10 I'd do anything for Meatball ,"https://twitter.com/dog_rates/status/864279568663928832/photo/1,https://twitter.com/dog_rates/status/864279568663928832/photo/1",12,10,Meatball,None,3103,14750,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,Bull Mastiff,0.6686,12.0
864197398364647424,2017-05-15 19:14:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Paisley. She ate a flower just to prove she could. Savage af. 13/10 would pet so well ,"https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1,https://twitter.com/dog_rates/status/864197398364647424/photo/1",13,10,Paisley,None,9137,30433,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,Golden Retriever,0.9459,13.0
863907417377173506,2017-05-15 00:02:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Albus. He's quite impressive at hide and seek. Knows he's been found this time. 13/10 usually elusive as h*ck ,"https://twitter.com/dog_rates/status/863907417377173506/photo/1,https://twitter.com/dog_rates/status/863907417377173506/photo/1",13,10,Albus,None,4228,20823,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,None,1.0,13.0
863553081350529029,2017-05-14 00:34:33,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Neptune. He's a backpup vocalist for the Dixie Chicks. 13/10 (vid by @AmiWinehouse) ,https://twitter.com/dog_rates/status/863553081350529029/video/1,13,10,Neptune,None,4263,15452,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo Dog,0.4133,13.0
863432100342583297,2017-05-13 16:33:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Belle. She's never been more pupset. Encountered the worst imaginable type of zone. 12/10 would do anything to cheer pup ,https://twitter.com/dog_rates/status/863432100342583297/photo/1,12,10,Belle,None,5380,24068,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire Bullterrier,0.6905,12.0
863079547188785154,2017-05-12 17:12:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Ladies and gentlemen... I found Pipsy. He may have changed his name to Pablo, but he never changed his love for the sea. Pupgraded to 14/10 ",https://twitter.com/dog_rates/status/863079547188785154/photo/1,14,10,None,None,1124,8858,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,Lakeland Terrier,0.2752,14.0
863062471531167744,2017-05-12 16:05:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Quinn. She's quite the goofball. Not even a year old. Confirmed 13/10 but she really needs your help 

 ","https://www.gofundme.com/helpquinny,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1,https://twitter.com/dog_rates/status/863062471531167744/photo/1",13,10,Quinn,None,2515,8632,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French Bulldog,0.9358,13.0
862831371563274240,2017-05-12 00:46:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Zooey. She's the world's biggest fan of illiterate delivery people. 13/10 not your fault they don't listen, Zooey ","https://twitter.com/dog_rates/status/862831371563274240/photo/1,https://twitter.com/dog_rates/status/862831371563274240/photo/1",13,10,Zooey,None,5203,19392,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian Terrier,0.2073,13.0
862722525377298433,2017-05-11 17:34:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dave. He passed the h*ck out. It's barely the afternoon on a Thursday, Dave. Get it together. Still 11/10 would boop mid-snooze ",https://twitter.com/dog_rates/status/862722525377298433/photo/1,11,10,Dave,None,3614,17266,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,Basset,0.3933,11.0
862457590147678208,2017-05-11 00:01:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Jersey. He likes to watch movies, but only if you watch with him. Enjoys horror films like The Bababork and H*ckraiser. 13/10 ","https://twitter.com/dog_rates/status/862457590147678208/photo/1,https://twitter.com/dog_rates/status/862457590147678208/photo/1,https://twitter.com/dog_rates/status/862457590147678208/photo/1",13,10,Jersey,None,5076,20787,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,None,1.0,13.0
862096992088072192,2017-05-10 00:08:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We only rate dogs. Please don't send perfectly toasted marshmallows attempting to drive. Thank you... 13/10 ,"https://twitter.com/dog_rates/status/862096992088072192/photo/1,https://twitter.com/dog_rates/status/862096992088072192/photo/1",13,10,None,None,23894,75464,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,Chow,0.6776,13.0
861383897657036800,2017-05-08 00:54:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Hobbes. He's never seen bubbles before. 13/10 deep breaths buddy ,https://twitter.com/dog_rates/status/861383897657036800/photo/1,13,10,Hobbes,None,10978,36522,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,0.771,13.0
861288531465048066,2017-05-07 18:36:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HI. MY. NAME. IS. BOOMER. AND. I. WANT. TO. SAY. IT'S. H*CKIN. RIDICULOUS. THAT. DOGS. CAN'T VOTE. ABSOLUTE. CODSWALLUP. THANK. YOU. 13/10 ,https://twitter.com/dog_rates/status/861288531465048066/video/1,13,10,None,None,4274,17412,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,Bouvier Des Flandres,0.0826,13.0
861005113778896900,2017-05-06 23:49:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Burt. He thinks your thesis statement is comically underdeveloped. 12/10 intellectual af ,https://twitter.com/dog_rates/status/861005113778896900/photo/1,12,10,Burt,None,3907,16943,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,German Shepherd,0.508,12.0
864873206498414592,2017-05-17 16:00:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",We only rate dogs. Please don't send in Jesus. We're trying to remain professional and legitimate. Thank you... 14/10 ,"https://twitter.com/dog_rates/status/864873206498414592/photo/1,https://twitter.com/dog_rates/status/864873206498414592/photo/1",14,10,None,None,8898,32561,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,None,1.0,14.0
870308999962521604,2017-06-01 16:00:09,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking ","https://twitter.com/dog_rates/status/870308999962521604/photo/1,https://twitter.com/dog_rates/status/870308999962521604/photo/1",13,10,Rumble,None,4183,21788,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater Swiss Mountain Dog,0.6228,13.0
865006731092295680,2017-05-18 00:50:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Nelly. He really hopes you like his Hawaiian shirt. He already tore the tags off. 13/10 h*ck of a puppurchase ,https://twitter.com/dog_rates/status/865006731092295680/photo/1,13,10,Nelly,None,7831,28243,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,0.9899,13.0
865718153858494464,2017-05-19 23:57:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Meet Boomer. He's just checking pup on you. Hopes you had a good day. If not, he hopes he made it better. 13/10 extremely good boy ",https://twitter.com/dog_rates/status/865718153858494464/photo/1,13,10,Boomer,None,5716,25786,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,Golden Retriever,0.6737,13.0
869772420881756160,2017-05-31 04:27:59,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly ",https://twitter.com/dog_rates/status/869772420881756160/photo/1,13,10,Dewey,None,10116,42386,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,0.9801,13.0
869702957897576449,2017-05-30 23:51:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley ,https://twitter.com/dog_rates/status/869702957897576449/photo/1,13,10,Stanley,None,6392,28247,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,0.9934,13.0
869227993411051520,2017-05-29 16:24:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well ,https://twitter.com/dog_rates/status/869227993411051520/photo/1,13,10,Gizmo,None,3823,20449,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,0.6642,13.0
868880397819494401,2017-05-28 17:23:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter ,https://twitter.com/dog_rates/status/868880397819494401/photo/1,14,10,Walter,None,14675,65765,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,French Bulldog,0.1,14.0
868622495443632128,2017-05-28 00:18:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Here's a h*ckin peaceful boy. Unbothered by the comings and goings. 13/10 please reveal your wise ways ,https://twitter.com/dog_rates/status/868622495443632128/photo/1,13,10,None,None,5858,27276,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador Retriever,0.8681,13.0
868552278524837888,2017-05-27 19:39:34,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Say hello to Cooper. His expression is the same wet or dry. Absolute 12/10 but Coop desperately requests your help

 ","https://www.gofundme.com/3ti3nps,https://twitter.com/dog_rates/status/868552278524837888/photo/1,https://twitter.com/dog_rates/status/868552278524837888/photo/1",12,10,Cooper,None,2123,10169,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,Whippet,0.3782,12.0
867900495410671616,2017-05-26 00:29:37,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Unbelievable. We only rate dogs. Please don't send in non-canines like the ""I"" from Pixar's opening credits. Thank you... 12/10 ",https://twitter.com/dog_rates/status/867900495410671616/photo/1,12,10,None,None,4224,24254,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador Retriever,0.5226,12.0
867774946302451713,2017-05-25 16:10:44,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Meet Harold.  He's h*ckin cooperative. 13/10 good work Harold ,"https://twitter.com/dog_rates/status/867774946302451713/photo/1,https://twitter.com/dog_rates/status/867774946302451713/photo/1",13,10,Harold,None,7439,34120,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border Collie,0.662,13.0
867051520902168576,2017-05-23 16:16:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Oh my this spooked me up. We only rate dogs, not happy ghosts. Please send dogs only. It's a very simple premise. Thank you... 13/10 ",https://twitter.com/dog_rates/status/867051520902168576/photo/1,13,10,None,None,7994,32409,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,0.4714,13.0
866686824827068416,2017-05-22 16:06:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Lili. She can't believe you betrayed her with bath time. Never looking you in the eye again. 12/10 would puppologize profusely ,"https://twitter.com/dog_rates/status/866686824827068416/photo/1,https://twitter.com/dog_rates/status/866686824827068416/photo/1",12,10,Lili,None,3545,19437,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,Flat Coated Retriever,0.5147,12.0
866334964761202691,2017-05-21 16:48:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Coco. At first I thought she was a cloud but clouds don't bork with such passion. 12/10 would hug softly ,"https://twitter.com/dog_rates/status/866334964761202691/photo/1,https://twitter.com/dog_rates/status/866334964761202691/photo/1",12,10,Coco,None,14714,52931,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,0.9841,12.0
865359393868664832,2017-05-19 00:12:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Sammy. Her tongue ejects without warning sometimes. It's a serious condition. Needs a hefty dose from a BlepiPen. 13/10 ,"https://twitter.com/dog_rates/status/865359393868664832/photo/1,https://twitter.com/dog_rates/status/865359393868664832/photo/1",13,10,Sammy,None,5095,26684,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake Bay Retriever,0.8324,13.0
879376492567855104,2017-06-26 16:31:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by ,https://twitter.com/dog_rates/status/879376492567855104/photo/1,12,10,Jack,None,3099,16617,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,Labrador Retriever,0.0335,12.0
879415818425184262,2017-06-26 19:07:24,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) ,https://twitter.com/dog_rates/status/879415818425184262/video/1,13,10,Duddles,None,43840,104890,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English Springer,0.3834,13.0
891689557279858688,2017-07-30 15:58:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",This is Darla. She commenced a snooze mid meal. 13/10 happens to the best of us ,https://twitter.com/dog_rates/status/891689557279858688/photo/1,13,10,Darla,None,8552,41725,https://pbs.twimg.com/media/DF_q7IAWsAEuuN8.jpg,Labrador Retriever,0.1681,13.0
